"Basket_Size","Gender","Age","Occupation","City_Category","Stay_In_Current_City_Years","Marital_Status","Purchase","Label"
"17","M","51-55","6","C","1","0","(1.39e+03,1.05e+05]","1"
"23","M","26-35","7","C","2","1","(1.39e+03,1.05e+05]","1"
"11","M","26-35","20","C","4+","1","(1.39e+03,1.05e+05]","1"
"53","M","18-25","4","C","3","0","(1.39e+03,1.05e+05]","1"
"9","M","36-45","17","C","4+","1","(651,756]","1"
"14","M","36-45","2","C","0","0","(1.39e+03,1.05e+05]","1"
"44","M","26-35","1","C","4+","1","(1.39e+03,1.05e+05]","2"
"107","M","36-45","0","C","3","0","(1.39e+03,1.05e+05]","2"
"23","M","26-35","0","A","0","1","(1.39e+03,1.05e+05]","1"
"205","F","51-55","9","B","2","1","(1.39e+03,1.05e+05]","3"
"58","F","36-45","3","C","1","0","(1.39e+03,1.05e+05]","2"
"53","M","18-25","4","C","1","0","(1.39e+03,1.05e+05]","2"
"29","M","51-55","1","A","1","1","(1.39e+03,1.05e+05]","1"
"78","F","55+","13","C","2","1","(1.39e+03,1.05e+05]","2"
"40","M","0-17","10","C","1","0","(1.39e+03,1.05e+05]","2"
"54","M","46-50","19","C","1","1","(1.39e+03,1.05e+05]","2"
"53","M","18-25","4","C","3","0","(1.39e+03,1.05e+05]","2"
"23","M","36-45","0","A","1","1","(1.39e+03,1.05e+05]","1"
"26","M","51-55","16","C","4+","1","(1.39e+03,1.05e+05]","1"
"87","M","26-35","3","C","0","0","(1.39e+03,1.05e+05]","2"
"32","F","36-45","7","C","3","0","(1.39e+03,1.05e+05]","2"
"410","M","18-25","4","B","0","0","(1.39e+03,1.05e+05]","3"
"140","F","36-45","3","B","3","1","(1.39e+03,1.05e+05]","2"
"338","M","26-35","4","B","3","1","(1.39e+03,1.05e+05]","3"
"37","M","46-50","0","C","1","1","(1.39e+03,1.05e+05]","2"
"28","M","18-25","4","C","2","1","(1.39e+03,1.05e+05]","2"
"484","M","18-25","4","B","4+","0","(1.39e+03,1.05e+05]","3"
"195","F","55+","2","C","2","1","(1.39e+03,1.05e+05]","3"
"65","M","26-35","17","C","3","0","(1.39e+03,1.05e+05]","2"
"250","M","36-45","16","B","1","0","(1.39e+03,1.05e+05]","3"
"16","M","51-55","1","B","1","1","(1.39e+03,1.05e+05]","1"
"271","M","26-35","7","B","0","1","(1.39e+03,1.05e+05]","3"
"76","M","26-35","0","C","1","0","(1.39e+03,1.05e+05]","2"
"103","M","26-35","7","C","1","0","(1.39e+03,1.05e+05]","2"
"154","M","18-25","4","B","2","1","(1.39e+03,1.05e+05]","3"
"136","M","0-17","19","C","2","0","(1.39e+03,1.05e+05]","2"
"69","M","55+","13","C","3","0","(1.39e+03,1.05e+05]","2"
"118","M","51-55","16","C","1","1","(1.39e+03,1.05e+05]","2"
"64","F","26-35","9","C","1","0","(1.39e+03,1.05e+05]","2"
"16","M","46-50","6","C","3","1","(1.39e+03,1.05e+05]","1"
"140","F","26-35","12","A","0","0","(1.39e+03,1.05e+05]","2"
"339","M","26-35","4","B","1","0","(1.39e+03,1.05e+05]","3"
"132","M","36-45","20","A","3","0","(1.39e+03,1.05e+05]","2"
"31","M","51-55","14","C","4+","1","(1.39e+03,1.05e+05]","2"
"29","F","46-50","20","B","0","0","(1.39e+03,1.05e+05]","1"
"24","F","46-50","2","C","4+","1","(1.39e+03,1.05e+05]","1"
"93","F","18-25","0","C","1","0","(1.39e+03,1.05e+05]","2"
"41","F","26-35","14","B","1","0","(1.39e+03,1.05e+05]","2"
"8","M","55+","14","C","3","0","(861,966]","1"
"228","F","46-50","1","B","3","1","(1.39e+03,1.05e+05]","3"
"68","M","51-55","16","C","2","0","(1.39e+03,1.05e+05]","2"
"25","F","26-35","7","C","3","0","(1.39e+03,1.05e+05]","1"
"311","F","26-35","20","B","4+","0","(1.39e+03,1.05e+05]","3"
"150","M","0-17","10","C","4+","0","(1.39e+03,1.05e+05]","2"
"51","M","26-35","14","C","1","1","(1.39e+03,1.05e+05]","2"
"13","F","46-50","0","C","0","1","(1.07e+03,1.18e+03]","1"
"11","F","0-17","0","C","0","0","(861,966]","1"
"57","M","36-45","1","C","2","0","(1.39e+03,1.05e+05]","2"
"151","M","0-17","10","B","1","0","(1.39e+03,1.05e+05]","2"
"18","M","51-55","6","B","2","0","(1.39e+03,1.05e+05]","1"
"23","F","51-55","0","A","1","1","(1.39e+03,1.05e+05]","1"
"146","F","36-45","3","C","2","0","(1.39e+03,1.05e+05]","2"
"137","M","36-45","7","C","2","0","(1.39e+03,1.05e+05]","3"
"17","M","0-17","10","C","0","0","(1.39e+03,1.05e+05]","1"
"16","M","46-50","11","C","1","1","(1.39e+03,1.05e+05]","1"
"187","M","26-35","12","C","4+","0","(1.39e+03,1.05e+05]","3"
"86","M","51-55","11","C","4+","1","(1.39e+03,1.05e+05]","2"
"149","M","26-35","4","B","2","0","(1.39e+03,1.05e+05]","3"
"37","M","36-45","1","C","4+","0","(1.39e+03,1.05e+05]","2"
"53","F","55+","1","B","1","0","(1.39e+03,1.05e+05]","2"
"150","M","36-45","0","B","3","0","(1.39e+03,1.05e+05]","2"
"149","M","0-17","1","C","3","0","(1.39e+03,1.05e+05]","2"
"9","M","55+","1","B","0","0","(966,1.07e+03]","1"
"53","M","18-25","4","C","2","0","(1.39e+03,1.05e+05]","2"
"708","M","26-35","4","A","3","0","(1.39e+03,1.05e+05]","3"
"135","M","36-45","1","C","1","0","(1.39e+03,1.05e+05]","2"
"16","M","26-35","6","C","2","0","(1.39e+03,1.05e+05]","1"
"19","F","26-35","6","B","2","1","(1.39e+03,1.05e+05]","1"
"117","M","51-55","16","B","2","0","(1.39e+03,1.05e+05]","2"
"72","F","36-45","12","C","2","0","(1.39e+03,1.05e+05]","2"
"46","M","55+","15","C","4+","1","(1.39e+03,1.05e+05]","2"
"56","F","36-45","6","A","0","0","(1.39e+03,1.05e+05]","2"
"133","M","46-50","7","C","1","1","(1.39e+03,1.05e+05]","2"
"111","F","51-55","12","C","1","0","(1.39e+03,1.05e+05]","2"
"354","F","18-25","4","B","4+","0","(1.39e+03,1.05e+05]","3"
"21","M","18-25","4","A","1","0","(1.39e+03,1.05e+05]","1"
"31","F","26-35","4","A","1","0","(1.39e+03,1.05e+05]","1"
"47","M","18-25","4","B","0","1","(1.39e+03,1.05e+05]","2"
"60","M","18-25","4","C","1","0","(1.39e+03,1.05e+05]","2"
"53","M","0-17","10","C","3","0","(1.39e+03,1.05e+05]","2"
"18","M","26-35","11","C","2","0","(1.39e+03,1.05e+05]","1"
"30","M","18-25","17","C","1","0","(1.39e+03,1.05e+05]","1"
"19","M","18-25","4","C","0","0","(1.39e+03,1.05e+05]","1"
"88","M","18-25","4","C","2","0","(1.39e+03,1.05e+05]","2"
"145","M","18-25","0","C","4+","0","(1.39e+03,1.05e+05]","2"
"20","M","36-45","14","C","3","0","(1.39e+03,1.05e+05]","1"
"29","M","26-35","0","C","4+","0","(1.39e+03,1.05e+05]","1"
"272","M","51-55","7","A","1","1","(1.39e+03,1.05e+05]","3"
"51","M","36-45","17","C","2","0","(1.39e+03,1.05e+05]","2"
"119","M","36-45","17","C","2","0","(1.39e+03,1.05e+05]","2"
"87","F","36-45","20","C","1","0","(1.39e+03,1.05e+05]","2"
"405","M","55+","1","B","4+","1","(1.39e+03,1.05e+05]","3"
"29","M","18-25","0","C","1","1","(1.39e+03,1.05e+05]","1"
"41","M","36-45","2","B","3","0","(1.39e+03,1.05e+05]","2"
"43","M","55+","13","C","1","1","(1.39e+03,1.05e+05]","2"
"65","F","26-35","17","C","1","1","(1.39e+03,1.05e+05]","2"
"101","M","18-25","5","C","0","0","(1.39e+03,1.05e+05]","2"
"210","M","36-45","20","A","0","1","(1.39e+03,1.05e+05]","3"
"26","F","18-25","0","B","1","0","(1.39e+03,1.05e+05]","1"
"190","F","26-35","0","C","4+","0","(1.39e+03,1.05e+05]","3"
"57","M","26-35","16","C","1","1","(1.39e+03,1.05e+05]","2"
"284","M","26-35","11","B","3","0","(1.39e+03,1.05e+05]","3"
"52","M","36-45","12","C","0","0","(1.39e+03,1.05e+05]","2"
"35","M","46-50","15","C","2","1","(1.39e+03,1.05e+05]","1"
"295","M","26-35","1","A","0","1","(1.39e+03,1.05e+05]","3"
"497","F","18-25","20","A","3","1","(1.39e+03,1.05e+05]","3"
"17","M","26-35","1","A","3","1","(1.39e+03,1.05e+05]","1"
"15","M","0-17","10","C","1","0","(1.39e+03,1.05e+05]","1"
"412","M","26-35","16","B","2","0","(1.39e+03,1.05e+05]","3"
"124","M","51-55","11","C","3","0","(1.39e+03,1.05e+05]","2"
"6","M","55+","13","C","4+","1","(441,546]","1"
"27","F","46-50","12","C","3","0","(1.39e+03,1.05e+05]","1"
"21","M","26-35","6","C","1","0","(1.39e+03,1.05e+05]","1"
"88","M","18-25","18","C","0","0","(1.39e+03,1.05e+05]","2"
"17","M","36-45","17","C","1","0","(1.39e+03,1.05e+05]","1"
"537","M","18-25","4","B","4+","1","(1.39e+03,1.05e+05]","3"
"23","M","55+","13","B","3","0","(1.39e+03,1.05e+05]","1"
"49","M","26-35","14","A","1","1","(1.39e+03,1.05e+05]","2"
"106","M","36-45","4","B","3","0","(1.39e+03,1.05e+05]","2"
"107","M","55+","13","C","0","1","(1.39e+03,1.05e+05]","2"
"114","M","36-45","12","C","4+","1","(1.39e+03,1.05e+05]","2"
"21","F","36-45","0","C","4+","1","(1.39e+03,1.05e+05]","1"
"356","M","26-35","0","B","1","1","(1.39e+03,1.05e+05]","3"
"123","M","36-45","3","C","0","0","(1.39e+03,1.05e+05]","2"
"42","M","55+","14","C","0","1","(1.39e+03,1.05e+05]","2"
"95","M","18-25","4","C","0","1","(1.39e+03,1.05e+05]","2"
"10","F","46-50","1","C","1","0","(1.07e+03,1.18e+03]","1"
"182","M","26-35","5","B","1","0","(1.39e+03,1.05e+05]","3"
"34","M","46-50","0","C","2","1","(1.39e+03,1.05e+05]","1"
"188","M","26-35","0","B","1","0","(1.39e+03,1.05e+05]","3"
"43","M","55+","14","C","3","1","(1.39e+03,1.05e+05]","2"
"10","F","0-17","10","C","3","0","(861,966]","1"
"42","M","18-25","10","B","4+","0","(1.39e+03,1.05e+05]","2"
"7","M","51-55","1","C","0","0","(546,651]","1"
"87","M","36-45","18","C","3","0","(1.39e+03,1.05e+05]","2"
"40","F","0-17","10","C","1","0","(1.39e+03,1.05e+05]","2"
"32","F","18-25","4","C","2","0","(1.39e+03,1.05e+05]","2"
"32","F","51-55","3","B","1","1","(1.39e+03,1.05e+05]","1"
"109","M","46-50","14","C","2","1","(1.39e+03,1.05e+05]","2"
"11","F","51-55","16","C","0","1","(1.18e+03,1.28e+03]","1"
"42","F","46-50","14","C","2","1","(1.39e+03,1.05e+05]","2"
"60","M","18-25","4","B","2","0","(1.39e+03,1.05e+05]","2"
"55","M","18-25","0","C","1","1","(1.39e+03,1.05e+05]","2"
"122","M","18-25","10","C","2","1","(1.39e+03,1.05e+05]","2"
"64","M","18-25","2","C","3","1","(1.39e+03,1.05e+05]","2"
"50","F","18-25","0","B","3","0","(1.39e+03,1.05e+05]","2"
"143","F","18-25","0","B","0","1","(1.39e+03,1.05e+05]","2"
"29","M","26-35","0","C","2","0","(1.39e+03,1.05e+05]","1"
"16","F","18-25","4","C","4+","0","(1.39e+03,1.05e+05]","1"
"22","M","55+","13","C","2","1","(1.39e+03,1.05e+05]","1"
"14","M","18-25","4","C","2","0","(1.39e+03,1.05e+05]","1"
"206","M","18-25","16","B","3","0","(1.39e+03,1.05e+05]","3"
"32","M","26-35","12","C","1","1","(1.39e+03,1.05e+05]","2"
"46","F","0-17","10","C","1","0","(1.39e+03,1.05e+05]","2"
"168","M","18-25","19","C","4+","0","(1.39e+03,1.05e+05]","2"
"80","F","18-25","3","C","0","0","(1.39e+03,1.05e+05]","2"
"66","M","26-35","12","A","1","1","(1.39e+03,1.05e+05]","2"
"21","F","51-55","14","A","3","1","(1.39e+03,1.05e+05]","1"
"9","F","18-25","19","C","3","0","(756,861]","1"
"69","F","36-45","2","C","2","1","(1.39e+03,1.05e+05]","2"
"108","F","0-17","10","C","2","0","(1.39e+03,1.05e+05]","2"
"56","M","18-25","0","C","0","1","(1.39e+03,1.05e+05]","2"
"256","M","36-45","0","B","3","0","(1.39e+03,1.05e+05]","3"
"115","M","26-35","7","C","4+","1","(1.39e+03,1.05e+05]","2"
"125","M","0-17","10","C","1","0","(1.39e+03,1.05e+05]","2"
"116","F","26-35","6","B","0","1","(1.39e+03,1.05e+05]","2"
"199","M","0-17","10","B","4+","0","(1.39e+03,1.05e+05]","3"
"19","M","0-17","0","C","3","0","(1.28e+03,1.39e+03]","1"
"59","F","51-55","16","C","2","1","(1.39e+03,1.05e+05]","2"
"52","M","36-45","0","A","3","0","(1.39e+03,1.05e+05]","2"
"247","M","18-25","20","B","2","0","(1.39e+03,1.05e+05]","3"
"167","M","51-55","13","C","1","0","(1.39e+03,1.05e+05]","3"
"90","M","51-55","12","B","1","1","(1.39e+03,1.05e+05]","2"
"98","M","26-35","4","C","2","0","(1.39e+03,1.05e+05]","2"
"90","M","0-17","19","B","1","0","(1.39e+03,1.05e+05]","2"
"92","F","36-45","20","C","3","1","(1.39e+03,1.05e+05]","2"
"100","M","46-50","14","C","4+","0","(1.39e+03,1.05e+05]","2"
"94","F","26-35","0","C","1","1","(1.39e+03,1.05e+05]","2"
"228","M","26-35","12","B","3","1","(1.39e+03,1.05e+05]","3"
"476","M","26-35","0","B","4+","1","(1.39e+03,1.05e+05]","3"
"11","F","26-35","4","C","1","1","(1.07e+03,1.18e+03]","1"
"22","F","55+","1","C","2","0","(1.39e+03,1.05e+05]","1"
"20","M","18-25","4","C","2","0","(1.39e+03,1.05e+05]","1"
"170","M","46-50","17","C","2","1","(1.39e+03,1.05e+05]","3"
"159","M","18-25","5","C","4+","0","(1.39e+03,1.05e+05]","3"
"76","M","46-50","16","C","1","1","(1.39e+03,1.05e+05]","2"
"232","F","18-25","19","B","4+","0","(1.39e+03,1.05e+05]","3"
"18","M","0-17","10","A","1","0","(1.39e+03,1.05e+05]","1"
"71","F","26-35","15","B","1","1","(1.39e+03,1.05e+05]","2"
"17","M","18-25","4","C","4+","0","(1.28e+03,1.39e+03]","1"
"58","F","26-35","0","B","2","0","(1.39e+03,1.05e+05]","2"
"16","M","0-17","10","C","1","0","(1.39e+03,1.05e+05]","1"
"57","M","26-35","17","C","3","0","(1.39e+03,1.05e+05]","2"
"157","M","0-17","10","A","0","0","(1.39e+03,1.05e+05]","3"
"22","M","26-35","12","C","1","1","(1.39e+03,1.05e+05]","1"
"25","F","26-35","1","C","1","0","(1.39e+03,1.05e+05]","1"
"40","F","36-45","9","C","1","0","(1.39e+03,1.05e+05]","1"
"72","M","0-17","10","B","3","0","(1.39e+03,1.05e+05]","2"
"35","M","36-45","1","C","3","0","(1.39e+03,1.05e+05]","2"
"38","M","55+","20","C","3","1","(1.39e+03,1.05e+05]","2"
"41","F","0-17","10","C","2","0","(1.39e+03,1.05e+05]","1"
"303","M","46-50","12","B","4+","1","(1.39e+03,1.05e+05]","3"
"18","M","55+","3","B","4+","1","(1.39e+03,1.05e+05]","1"
"267","F","26-35","7","A","3","1","(1.39e+03,1.05e+05]","3"
"78","M","46-50","7","B","1","1","(1.39e+03,1.05e+05]","2"
"9","M","18-25","4","C","4+","0","(966,1.07e+03]","1"
"152","M","26-35","0","C","1","0","(1.39e+03,1.05e+05]","2"
"14","M","36-45","7","A","2","1","(966,1.07e+03]","1"
"23","M","46-50","17","C","0","0","(1.39e+03,1.05e+05]","1"
"144","M","46-50","6","C","2","1","(1.39e+03,1.05e+05]","2"
"52","M","18-25","4","A","2","1","(1.39e+03,1.05e+05]","2"
"26","F","26-35","0","B","3","0","(1.39e+03,1.05e+05]","1"
"47","F","26-35","1","C","4+","1","(1.39e+03,1.05e+05]","2"
"109","F","26-35","0","B","2","1","(1.39e+03,1.05e+05]","2"
"32","F","26-35","20","C","0","0","(1.39e+03,1.05e+05]","1"
"25","M","0-17","10","C","0","0","(1.39e+03,1.05e+05]","1"
"24","M","36-45","17","C","2","1","(1.39e+03,1.05e+05]","1"
"124","M","26-35","6","C","3","0","(1.39e+03,1.05e+05]","2"
"17","F","51-55","3","C","2","0","(1.39e+03,1.05e+05]","1"
"92","M","55+","17","B","0","1","(1.39e+03,1.05e+05]","2"
"118","F","46-50","1","B","2","1","(1.39e+03,1.05e+05]","2"
"289","M","26-35","2","B","0","1","(1.39e+03,1.05e+05]","3"
"17","M","26-35","12","C","2","1","(1.39e+03,1.05e+05]","1"
"230","M","26-35","5","B","1","1","(1.39e+03,1.05e+05]","3"
"30","F","26-35","7","A","3","0","(1.39e+03,1.05e+05]","1"
"26","M","51-55","14","C","1","1","(1.39e+03,1.05e+05]","2"
"36","M","26-35","12","C","3","1","(1.39e+03,1.05e+05]","2"
"18","M","46-50","0","C","0","0","(1.28e+03,1.39e+03]","1"
"138","F","46-50","1","B","4+","1","(1.39e+03,1.05e+05]","2"
"241","M","51-55","11","B","1","1","(1.39e+03,1.05e+05]","3"
"193","M","26-35","14","B","1","1","(1.39e+03,1.05e+05]","3"
"114","F","36-45","3","B","2","1","(1.39e+03,1.05e+05]","2"
"12","M","55+","1","C","0","1","(1.28e+03,1.39e+03]","1"
"89","M","0-17","10","C","2","0","(1.39e+03,1.05e+05]","2"
"54","M","0-17","10","C","0","0","(1.39e+03,1.05e+05]","2"
"241","F","36-45","6","B","1","0","(1.39e+03,1.05e+05]","3"
"43","F","26-35","4","B","2","0","(1.39e+03,1.05e+05]","2"
"59","M","18-25","10","A","0","0","(1.39e+03,1.05e+05]","2"
"65","M","46-50","12","C","0","1","(1.39e+03,1.05e+05]","2"
"66","M","46-50","5","B","1","0","(1.39e+03,1.05e+05]","2"
"184","M","18-25","4","A","2","0","(1.39e+03,1.05e+05]","3"
"31","M","46-50","2","C","1","1","(1.39e+03,1.05e+05]","2"
"29","M","0-17","10","C","1","0","(1.39e+03,1.05e+05]","1"
"116","M","46-50","2","B","2","1","(1.39e+03,1.05e+05]","2"
"52","F","36-45","12","C","2","0","(1.39e+03,1.05e+05]","2"
"37","M","26-35","5","C","3","0","(1.39e+03,1.05e+05]","2"
"29","M","18-25","19","A","3","1","(1.39e+03,1.05e+05]","1"
"227","M","36-45","14","A","3","0","(1.39e+03,1.05e+05]","3"
"14","F","18-25","1","B","1","0","(1.07e+03,1.18e+03]","1"
"18","F","51-55","0","C","4+","0","(1.39e+03,1.05e+05]","1"
"46","M","36-45","5","C","3","0","(1.39e+03,1.05e+05]","2"
"103","F","36-45","6","B","1","1","(1.39e+03,1.05e+05]","2"
"35","F","46-50","15","C","1","0","(1.39e+03,1.05e+05]","2"
"21","F","18-25","4","B","2","0","(1.39e+03,1.05e+05]","1"
"198","F","18-25","4","B","4+","0","(1.39e+03,1.05e+05]","3"
"118","F","55+","16","C","1","1","(1.39e+03,1.05e+05]","2"
"18","F","26-35","20","C","1","0","(1.28e+03,1.39e+03]","1"
"139","M","26-35","5","C","1","0","(1.39e+03,1.05e+05]","2"
"80","M","46-50","17","C","1","1","(1.39e+03,1.05e+05]","2"
"121","M","26-35","6","C","2","1","(1.39e+03,1.05e+05]","2"
"170","F","46-50","7","C","1","0","(1.39e+03,1.05e+05]","3"
"130","M","55+","13","C","1","1","(1.39e+03,1.05e+05]","3"
"55","F","51-55","2","C","1","1","(1.39e+03,1.05e+05]","2"
"32","F","55+","13","C","1","1","(1.39e+03,1.05e+05]","1"
"14","F","36-45","1","C","4+","0","(1.07e+03,1.18e+03]","1"
"13","F","46-50","0","B","2","1","(1.18e+03,1.28e+03]","1"
"68","M","18-25","1","C","3","1","(1.39e+03,1.05e+05]","2"
"207","M","51-55","14","A","1","0","(1.39e+03,1.05e+05]","3"
"74","M","26-35","0","C","1","0","(1.39e+03,1.05e+05]","2"
"40","M","26-35","6","C","4+","0","(1.39e+03,1.05e+05]","2"
"20","M","18-25","2","B","3","0","(1.39e+03,1.05e+05]","1"
"22","M","55+","7","C","3","1","(1.39e+03,1.05e+05]","1"
"59","M","55+","13","C","1","1","(1.39e+03,1.05e+05]","2"
"33","M","51-55","17","B","4+","1","(1.39e+03,1.05e+05]","1"
"210","M","51-55","7","B","2","1","(1.39e+03,1.05e+05]","3"
"36","M","55+","6","B","2","1","(1.39e+03,1.05e+05]","2"
"43","M","46-50","11","A","4+","0","(1.39e+03,1.05e+05]","2"
"22","M","36-45","18","C","2","1","(1.39e+03,1.05e+05]","1"
"30","M","26-35","20","B","1","1","(1.39e+03,1.05e+05]","2"
"27","F","0-17","10","B","3","0","(1.39e+03,1.05e+05]","1"
"25","M","36-45","17","C","3","0","(1.39e+03,1.05e+05]","1"
"11","M","55+","0","C","1","1","(1.07e+03,1.18e+03]","1"
"286","M","0-17","10","B","2","0","(1.39e+03,1.05e+05]","3"
"21","F","51-55","1","C","1","1","(1.39e+03,1.05e+05]","1"
"18","M","46-50","1","C","2","1","(1.39e+03,1.05e+05]","1"
"10","M","51-55","15","C","2","1","(1.07e+03,1.18e+03]","1"
"164","F","55+","3","B","1","1","(1.39e+03,1.05e+05]","3"
"33","M","55+","13","B","3","0","(1.39e+03,1.05e+05]","2"
"11","M","46-50","11","C","1","1","(1.39e+03,1.05e+05]","1"
"18","F","26-35","6","C","3","1","(1.39e+03,1.05e+05]","1"
"22","M","55+","13","C","4+","1","(1.39e+03,1.05e+05]","2"
"73","M","36-45","17","C","4+","0","(1.39e+03,1.05e+05]","2"
"40","F","18-25","10","B","4+","0","(1.39e+03,1.05e+05]","2"
"30","M","55+","13","B","3","1","(1.39e+03,1.05e+05]","2"
"121","M","51-55","12","A","1","1","(1.39e+03,1.05e+05]","2"
"170","M","51-55","17","B","4+","1","(1.39e+03,1.05e+05]","3"
"493","M","46-50","12","B","2","1","(1.39e+03,1.05e+05]","3"
"48","M","51-55","20","A","1","1","(1.39e+03,1.05e+05]","1"
"43","F","18-25","4","A","2","0","(1.39e+03,1.05e+05]","2"
"82","M","26-35","17","A","1","1","(1.39e+03,1.05e+05]","2"
"37","F","46-50","16","A","3","1","(1.39e+03,1.05e+05]","2"
"92","F","46-50","0","C","2","1","(1.39e+03,1.05e+05]","2"
"62","M","46-50","12","B","3","1","(1.39e+03,1.05e+05]","2"
"11","F","26-35","4","B","2","1","(966,1.07e+03]","1"
"21","M","46-50","0","C","0","1","(1.39e+03,1.05e+05]","1"
"27","F","51-55","6","C","4+","1","(1.39e+03,1.05e+05]","2"
"20","F","26-35","1","A","4+","0","(1.39e+03,1.05e+05]","1"
"28","M","55+","7","C","4+","1","(1.39e+03,1.05e+05]","1"
"91","M","36-45","0","B","0","0","(1.39e+03,1.05e+05]","2"
"32","M","55+","7","C","0","1","(1.39e+03,1.05e+05]","1"
"26","M","36-45","7","A","1","0","(1.39e+03,1.05e+05]","1"
"52","F","51-55","1","C","1","1","(1.39e+03,1.05e+05]","2"
"54","M","26-35","7","B","4+","1","(1.39e+03,1.05e+05]","2"
"32","F","55+","13","A","2","1","(1.39e+03,1.05e+05]","1"
"142","M","36-45","3","B","1","1","(1.39e+03,1.05e+05]","2"
"50","M","36-45","17","C","3","0","(1.39e+03,1.05e+05]","2"
"12","F","18-25","4","C","1","0","(861,966]","1"
"29","M","18-25","4","C","2","0","(1.39e+03,1.05e+05]","2"
"30","M","18-25","10","C","2","0","(1.39e+03,1.05e+05]","2"
"24","M","55+","7","C","2","1","(1.39e+03,1.05e+05]","1"
"24","F","55+","15","C","1","1","(1.39e+03,1.05e+05]","1"
"66","M","46-50","7","A","1","1","(1.39e+03,1.05e+05]","2"
"43","M","55+","1","A","1","1","(1.39e+03,1.05e+05]","2"
"29","M","55+","14","B","2","0","(1.39e+03,1.05e+05]","1"
"28","M","51-55","6","C","0","1","(1.39e+03,1.05e+05]","1"
"197","F","55+","7","B","1","1","(1.39e+03,1.05e+05]","3"
"58","M","51-55","17","A","3","0","(1.39e+03,1.05e+05]","2"
"12","M","36-45","18","C","1","1","(966,1.07e+03]","1"
"38","M","36-45","17","B","1","0","(1.39e+03,1.05e+05]","2"
"104","M","46-50","17","C","4+","1","(1.39e+03,1.05e+05]","2"
"15","F","55+","3","C","4+","1","(1.39e+03,1.05e+05]","1"
"221","M","36-45","2","A","2","0","(1.39e+03,1.05e+05]","3"
"36","M","55+","1","A","4+","0","(1.39e+03,1.05e+05]","1"
"44","M","36-45","3","C","1","0","(1.39e+03,1.05e+05]","2"
"23","F","46-50","1","C","2","1","(1.39e+03,1.05e+05]","1"
"109","M","26-35","12","A","1","0","(1.39e+03,1.05e+05]","2"
"42","F","0-17","10","A","1","0","(1.39e+03,1.05e+05]","2"
"13","M","36-45","1","C","1","0","(1.39e+03,1.05e+05]","1"
"114","M","51-55","12","C","4+","1","(1.39e+03,1.05e+05]","2"
"67","M","26-35","8","C","4+","0","(1.39e+03,1.05e+05]","2"
"63","M","18-25","4","C","1","1","(1.39e+03,1.05e+05]","2"
"75","F","26-35","0","B","4+","0","(1.39e+03,1.05e+05]","2"
"69","M","51-55","13","B","1","1","(1.39e+03,1.05e+05]","2"
"108","F","36-45","9","C","3","1","(1.39e+03,1.05e+05]","2"
"40","M","36-45","11","B","3","1","(1.39e+03,1.05e+05]","2"
"83","F","46-50","9","C","2","1","(1.39e+03,1.05e+05]","2"
"11","F","51-55","16","B","4+","1","(861,966]","1"
"15","F","36-45","14","C","4+","0","(1.39e+03,1.05e+05]","1"
"18","F","55+","6","B","1","0","(1.39e+03,1.05e+05]","1"
"37","M","55+","13","C","1","1","(1.39e+03,1.05e+05]","2"
"20","M","51-55","6","A","0","1","(1.39e+03,1.05e+05]","1"
"30","M","55+","7","B","1","1","(1.39e+03,1.05e+05]","1"
"27","M","26-35","14","A","1","0","(1.39e+03,1.05e+05]","1"
"15","M","51-55","14","C","3","0","(1.39e+03,1.05e+05]","1"
"17","F","55+","9","C","0","1","(1.07e+03,1.18e+03]","1"
"24","M","51-55","7","C","1","1","(1.39e+03,1.05e+05]","1"
"23","F","46-50","16","C","1","1","(1.39e+03,1.05e+05]","1"
"32","F","26-35","9","B","1","0","(1.39e+03,1.05e+05]","1"
"130","F","55+","13","C","1","0","(1.39e+03,1.05e+05]","2"
"21","M","36-45","14","B","1","1","(1.39e+03,1.05e+05]","2"
